(title "Particle Tracks")
(labels "Path Length" "DPM Velocity Magnitude")

((xy/key/label "particle-1")
0	0.0679733
1.03911e-06	0.0679733
2.26282e-06	0.0790439
3.7049e-06	0.0996744
5.4051e-06	0.119338
7.40721e-06	0.139182
9.76721e-06	0.159731
1.25485e-05	0.181286
1.58273e-05	0.204112
1.96935e-05	0.228433
2.42527e-05	0.2545
2.96307e-05	0.282567
3.59794e-05	0.31296
4.3476e-05	0.346105
5.23306e-05	0.382539
6.2798e-05	0.42298
7.51766e-05	0.468419
8.98249e-05	0.520213
0.000107165	0.580266
0.000127706	0.651154
0.00015205	0.736116
0.000180937	0.830384
0.000215284	0.831868
0.00025627	0.841252
0.000305547	0.971572
0.000363058	1.15923
0.000365719	1.15916
0.00042651	1.48479
0.000441525	1.48476
0.000507787	2.00651
0.000542472	2.00749
0.000621091	2.41867
0.000686847	2.42875
0.000788647	3.07964
0.000905146	3.18739
0.000984788	5.29368
0.00107299	5.71801
0.0012722	5.47458
0.00134919	5.27565
0.00165509	6.86554
0.00210674	7.58444
0.00223015	7.59351
0.0023497	8.34963
0.00291142	12.7142
0.00342031	15.7652
0.00359118	15.9213
0.00415406	11.7318
0.0044629	12.1273
0.00464208	17.0944
0.00522651	16.8689
0.0058077	16.5203
0.00587315	16.4764
0.00644979	15.3273
0.00666914	15.3201
0.00708828	15.9012
0.00766796	16.6834
0.00824674	17.6336
0.00826203	17.6394
0.00866268	18.6066
0.00925601	20.9045
0.00937167	21.8844
0.00981001	20.1189
0.0103991	20.6384
0.0109879	20.1032
0.0114243	19.9598
0.0120197	25.0077
0.0124794	29.3982
0.0129375	29.4913
0.013147	29.864
0.0135652	28.5484
0.0142137	25.7185
0.0146821	25.2369
0.0153382	27.6156
0.0158313	30.7448
0.0162574	30.5656
0.0169313	31.3433
0.0170135	31.4018
0.0176957	30.3749
0.0182299	29.2303
0.0189204	31.7543
0.0194815	33.5729
0.0198801	35.0115
0.0205878	37.5276
0.020668	38.1809
0.0207693	27.6018
0.0215172	26.4776
0.0220946	27.1052
0.0228519	27.4241
0.0234584	28.6175
0.0238406	26.7045
0.0246153	27.4372
0.024862	27.9202
0.0256466	25.4408
0.0263066	24.0081
0.0271013	29.8476
0.0277935	35.8674
0.0281211	38.3176
0.0289324	39.5675
0.0293241	42.7278
0.030146	41.5215
0.0308998	40.509
0.0317322	42.6324
0.0325218	46.2029
0.0326146	46.6197
0.0334627	40.8169
0.0341915	44.689
0.0350506	47.6895
0.0359094	49.2821
0.0359101	49.2831
0.0367804	46.2482
0.037246	46.098
0.037679	44.1669
0.0385641	41.7267
0.0394491	40.8327
0.0394994	40.7848
0.0403962	46.5967
0.0412929	50.483
0.0413726	50.6075
0.0420438	49.577
0.0429543	43.4143
0.0433	44.6606
0.0442229	46.6124
0.0451456	48.537
0.0452829	48.7062
0.0462183	49.5758
0.0470803	51.2073
0.0473227	47.5932
0.0482709	40.0402
0.0492191	36.0993
0.0494206	35.7209
0.050382	35.5153
0.0513433	38.9055
0.0515783	40.0232
0.0524538	35.9377
0.0534267	38.1178
0.053797	39.3178
0.0547835	38.6291
0.05577	39.1698
0.0560783	39.7859
0.0570787	36.3255
0.0580791	37.4197
0.0582817	38.8629
0.0584237	41.2152
0.0594342	36.499
0.0604447	33.5053
0.0608347	32.7889
0.0618596	35.4489
0.0628844	39.0616
0.063313	40.836
0.0643525	40.0124
0.064681	40.1245
0.0657142	51.9027
0.0658601	53.2535
0.0669082	44.2976
0.0674335	41.8388
0.0684377	45.4766
0.0684777	45.4688
0.0694963	43.7149
0.0705149	43.8606
0.0711942	49.0734
0.0718606	41.1693
0.0728858	39.7143
0.073911	44.3286
0.0739304	44.2982
0.0749705	39.5479
0.0760105	36.8223
0.0767699	35.4622
0.077825	37.8532
0.0788802	41.4952
0.0796868	45.5269
0.0797656	46.0608
0.0808253	43.1716
0.0818849	48.9402
0.0826828	53.7113
0.0831941	52.2333
0.0842239	44.7317
0.0852537	50.3565
0.0857597	54.4251
0.0868048	47.5514
0.0878498	43.6556
0.0886918	47.2158
0.0889193	50.3497
0.0899668	46.3083
0.0910141	46.2073
0.0920615	46.9927
0.0921634	47.0423
0.0932264	44.4182
0.0942271	42.5842
0.0952453	44.0285
0.0954938	44.7094
0.0965275	47.138
0.0975611	49.5472
0.0985947	56.5768
0.0989122	60.8232
0.0989649	60.3132
0.0999988	50.0291
0.101033	49.7415
0.102066	52.6964
0.102421	54.5504
0.102773	48.1359
0.103779	49.3306
0.104785	49.0527
0.105791	48.8235
0.106021	48.8074
0.107042	48.4657
0.108064	48.2468
0.109086	49.2338
0.109715	62.5721
0.109782	59.5417
0.110777	53.5486
0.111027	52.6783
0.112005	53.0928
0.112983	58.8749
0.113504	63.258
0.114498	55.5669
0.115453	51.3025
0.116407	52.8338
0.11736	55.9308
0.117391	55.9446
0.11836	54.4261
0.119329	51.2102
0.120299	48.0333
0.120335	47.9247
0.121266	56.0639
0.121377	56.2556
0.122324	56.653
0.123271	55.0849
0.124217	53.8351
0.12466	53.7972
0.125464	81.5308
0.125517	77.9939
0.126426	58.5238
0.127334	56.1223
0.128242	56.0385
0.128248	56.0423
0.129124	59.1078
0.129654	62.1821
0.130545	56.3935
0.131392	50.8958
0.132251	51.0007
0.133111	52.3717
0.133949	53.2752
0.134213	48.7279
0.135058	56.6584
0.135904	54.5939
0.136749	52.4962
0.136774	52.4365
0.137592	54.1761
0.138351	57.0784
0.139097	54.8918
0.139905	44.0899
0.140713	43.3711
0.141228	42.9015
0.142013	60.0401
0.142798	72.5424
0.142861	79.6456
0.143189	63.9617
0.143439	64.6362
0.1442	56.3907
0.144877	53.7087
0.145619	44.1249
0.146361	44.1952
0.146426	44.2161
0.14715	56.1832
0.147481	57.0101
0.147874	53.0669
0.148597	54.9011
0.149235	52.1246
0.149943	42.4535
0.150517	42.2839
0.151212	55.2739
0.151733	56.921
0.152214	56.4409
0.152894	57.0904
0.15358	41.9459
0.154007	41.9307
0.154683	41.1908
0.155076	41.2957
0.155743	41.5799
0.156107	41.6462
0.156767	59.3729
0.15706	59.8232
0.157108	59.5774
0.157774	69.6827
0.158083	69.9234
0.158744	62.453
0.159036	63.1149
0.159692	59.5335
0.159971	59.5011
0.160621	61.7423
0.16089	60.7116
0.161537	67.1343
0.161797	66.2316
0.162021	59.3018
0.162679	62.1469
0.162695	62.1449
0.16335	47.2323
0.163587	48.1446
0.16424	61.6021
0.164475	62.5933
0.165127	70.1501
0.165362	71.142
0.166013	66.2243
0.16625	67.8037
0.166479	70.0641
0.167095	82.1041
0.167205	77.0455
0.167856	77.181
0.168194	71.2697
0.168846	69.4605
0.169199	66.4539
0.169853	51.5032
0.170222	50.0268
0.170879	47.5318
0.171268	46.1152
0.171929	42.5478
0.172265	42.2039
0.172341	37.6988
0.17302	54.373
0.173441	51.6522
0.174125	54.3307
0.174577	52.7711
0.175266	41.3871
0.175752	41.4624
0.176448	41.7627
0.176973	41.8438
0.177555	42.6059
0.178242	35.4873
0.178967	51.1809
0.179566	47.1091
0.1803	51.8794
0.180956	49.689
0.181701	42.9241
0.182423	43.0111
0.182966	60.3117
0.183737	55.6148
0.183968	54.2729
0.184752	54.9596
0.185535	52.476
0.185606	52.2525
0.186403	42.0985
0.1872	42.1897
0.187349	42.2017
0.188161	43.2127
0.188499	42.8822
0.189216	37.014
0.190061	52.4626
0.190906	46.9473
0.191215	44.891
0.192077	53.6539
0.19294	49.7187
0.193127	48.8517
0.193456	32.7301
0.194157	75.6083
0.195056	62.0133
0.195955	53.3332
0.196716	47.6058
0.197636	56.0221
0.198557	52.1013
0.199477	47.9448
0.19994	46.4424
0.200437	39.3159
0.201398	53.9769
0.202359	48.6538
0.203321	43.175
0.204282	37.7623
0.204715	35.4443
0.205702	63.0249
0.205849	63.0486
0.206854	56.7915
0.207859	51.589
0.208864	46.0825
0.209703	41.5343
0.210736	62.4445
0.211768	63.3352
0.211887	63.3591
0.212938	57.6685
0.213989	52.8127
0.21504	47.8581
0.215596	45.3294
0.216677	73.2344
0.217759	78.8365
0.218054	80.4975
0.219154	68.84
0.220254	62.2084
0.220817	59.2769
0.221946	51.4333
0.222962	50.6819
0.224125	66.5132
0.224351	68.1909
0.225534	61.4157
0.226717	58.4517
0.2279	55.9688
0.229083	53.6155
0.230266	51.5963
0.23078	51.2254
0.231983	47.1003
0.2331	45.1559
0.234341	56.853
0.235581	59.6671
0.236821	62.1288
0.23734	62.6176
0.238601	59.4138
0.239863	55.5493
0.241124	51.6022
0.242385	47.9526
0.243646	46.3143
0.244034	46.9585
0.245316	36.855
0.245954	34.4267
0.247277	63.285
0.2486	59.5329
0.249923	58.0686
0.250691	60.3657
0.250861	57.2862
0.252237	54.5838
0.253613	53.0172
0.25499	52.3114
0.256366	51.7752
0.257742	51.7477
0.257822	51.7273
0.259221	48.3856
0.260619	46.2057
0.262018	43.9335
0.263417	41.7768
0.264816	40.5689
0.264918	40.5372
0.265709	35.7449
0.267177	57.3782
0.268645	55.6056
0.270113	53.7599
0.271581	51.1227
0.272149	49.7679
0.27364	53.0561
0.275132	55.4513
0.276623	57.6536
0.278115	59.9863
0.279515	63.1167
0.28103	60.9099
0.282545	59.6895
0.283784	59.0888
0.28533	59.5244
0.286876	72.3841
0.287016	74.1683
0.288587	58.9451
0.290158	53.6459
0.291728	48.9844
0.293299	44.6795
0.294653	42.8057
0.296249	35.7838
0.297844	32.4016
0.299439	28.9835
0.299525	28.8028
0.301174	54.039
0.302426	53.3216
0.3041	55.5457
0.305774	57.6416
0.307449	59.5178
0.309123	59.8405
0.310333	54.9892
0.312033	64.6143
0.313733	67.7803
0.315433	69.9615
0.317133	70.7889
0.318375	65.056
0.3201	70.8127
0.321258	70.1795
0.323014	50.5527
0.32477	53.4515
